2025-06-06T05:48:46.807Z [AUDIT] Token created by 'anonymous': tokenId='e4ea4a61-ac26-4177-8f35-ee482c0d3dda', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=none, refreshable=false
2025-06-06T06:25:11.895Z [AUDIT] Token created by 'jfrt@01jx1wjw17758y190rcvsn042n': tokenId='72c4ce18-b694-468d-bd3c-4d3c9a76237d', issuer='jfrt@01jx1wjw17758y190rcvsn042n', subject='jfrt@01jx1wjw17758y190rcvsn042n', expiry=2695271111890, refreshable=false
2025-06-06T06:25:13.797Z [AUDIT] Token created by 'anonymous': tokenId='1ab5a80c-b723-4d40-8d41-42b805a59555', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T06:25:13.807Z [AUDIT] Token revoked by 'anonymous': tokenId='41f45e8b-4e64-4e4d-8cd3-23c687beee89', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T06:25:31.115Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='2ed6c2a8-94cc-4725-8a20-6f83d401d5f1', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749191251112, refreshable=false
2025-06-06T06:25:31.116Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='5ace26be-00c9-4f94-a69e-8fd112e72414', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749191251113, refreshable=false
2025-06-06T06:25:32.069Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='358922f6-5e75-419b-8f1c-d1054433d4e4', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749191252068, refreshable=false
2025-06-06T06:26:31.379Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='a694e50a-baf1-40c1-bc04-2ea94d6d3c2b', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749191311369, refreshable=false
2025-06-06T06:26:34.447Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='0d0461b9-00da-498e-acb5-0dd0f85add6f', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/jffe@01jx1whbjf25v712c2mrk11s4z', expiry=1749191794433, refreshable=false
2025-06-06T06:26:34.567Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='aaae0895-809f-44d8-be11-50d2e2a8b2da', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749191794436, refreshable=false
2025-06-06T06:26:39.171Z [AUDIT] Token refreshed by 'jffe@01jx1whbjf25v712c2mrk11s4z': oldTokenId='148e700e-a0b9-40f3-827a-bac2752b7497', tokenId='98bfb3e6-b833-4ad4-a6f2-89a148bb9a99', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749192999128, refreshable=true
2025-06-06T06:26:47.467Z [AUDIT] Token refreshed by 'jffe@01jx1whbjf25v712c2mrk11s4z': oldTokenId='148e700e-a0b9-40f3-827a-bac2752b7497', tokenId='cfce21c3-a6a3-4acd-a8d9-772e190b3bef', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749193007396, refreshable=true
2025-06-06T06:26:47.519Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='a4510af9-caaa-4ce8-8aaa-dfc9480cca2d', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='anonymous', expiry=1749191807499, refreshable=false
2025-06-06T06:26:47.591Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='bea332b8-1b97-4d22-8e19-2ea16373094e', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191807582, refreshable=false
2025-06-06T06:26:48.088Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='c8f12b80-828e-45e5-911f-a70f59d0994b', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191808065, refreshable=false
2025-06-06T06:26:48.169Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='982ccec0-fd05-4ed6-b5f0-94f586a4d7fe', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191808163, refreshable=false
2025-06-06T06:26:48.171Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='6d25afd0-a66f-49f4-a490-57f016a78038', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191808168, refreshable=false
2025-06-06T06:26:48.174Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='e38f4d4d-c315-42d5-a353-06bf9b12b559', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='anonymous', expiry=1749191808161, refreshable=false
2025-06-06T06:26:48.227Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='8d1cd895-38c6-47b6-9731-6b5c013db7ee', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191808211, refreshable=false
2025-06-06T06:26:48.283Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='4a24431b-5323-4900-ac61-c458f8d72b98', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191808255, refreshable=false
2025-06-06T06:26:48.534Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='3f503c18-8c4d-4a37-b898-5e14feca8b07', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191808532, refreshable=false
2025-06-06T06:26:48.794Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='fa4733aa-e2b6-49a8-8e26-215cd8143c9a', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191808762, refreshable=false
2025-06-06T06:26:48.789Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='cdfc4c66-5075-412f-86f4-c2d0665c643d', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191808755, refreshable=false
2025-06-06T06:26:48.886Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='cfc0d616-5930-4d8b-88ab-6212c0995501', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191808882, refreshable=false
2025-06-06T06:26:55.160Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='1d50b4d4-3a4f-41f7-b820-5b49222d4b37', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/admin', expiry=1749191815157, refreshable=false
2025-06-06T06:27:27.448Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='61033942-ee90-4c02-b3db-7acba9ee15e4', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749191367446, refreshable=false
2025-06-06T06:28:05.418Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='95578878-7c94-45f0-85e2-45de32fc0bd5', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191885416, refreshable=false
2025-06-06T06:28:05.446Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='d6114ff5-b485-4f23-839d-1439a2e77af5', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191885444, refreshable=false
2025-06-06T06:28:05.450Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='48276074-f16d-4eb4-b5f2-9749318aeb74', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191885446, refreshable=false
2025-06-06T06:28:05.480Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='0c3b19d9-0493-437b-82e0-2046b9763d65', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191885477, refreshable=false
2025-06-06T06:28:05.480Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='1bfa31bd-f8fa-4605-bed5-f62fbbbe4227', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749191885477, refreshable=false
2025-06-06T06:28:45.040Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='abdbbbe1-f970-4b6b-8c69-63a911eb3c4f', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749191445037, refreshable=false
2025-06-06T06:29:40.489Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='70395c15-7e12-40be-ab94-f4e917bbd697', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749191500481, refreshable=false
2025-06-06T06:30:27.234Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='359e0326-8ca6-4295-b96e-67376ab4b4a7', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749191547233, refreshable=false
2025-06-06T11:47:12.587Z [AUDIT] Token created by 'anonymous': tokenId='4d553bfb-696f-4f4b-8e63-6a3a4b39827c', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=none, refreshable=false
2025-06-06T11:47:12.629Z [AUDIT] Token revoked by 'anonymous': tokenId='fc83a408-b252-407b-b092-5ff202df6634', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=none, refreshable=false
2025-06-06T11:49:33.836Z [AUDIT] Token created by 'anonymous': tokenId='b7ce8614-2ddb-483d-bd8f-d1a8ff1b472e', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=none, refreshable=false
2025-06-06T11:49:33.907Z [AUDIT] Token revoked by 'anonymous': tokenId='4d553bfb-696f-4f4b-8e63-6a3a4b39827c', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=none, refreshable=false
2025-06-06T11:49:35.801Z [AUDIT] Token created by 'jfrou@01jx1wh7y9ea15mkrw2g95yms4': tokenId='e138320d-6b58-4d11-8582-45a5f1c43e3a', issuer='jfrou@01jx1wh7y9ea15mkrw2g95yms4', subject='jfrou@01jx1wh7y9ea15mkrw2g95yms4', expiry=1749217775800, refreshable=false
2025-06-06T11:49:36.367Z [AUDIT] Token created by 'anonymous': tokenId='5077e0b8-1dc8-4f9b-98c9-d400b3fdf475', issuer='jfcon@01jx1whbjf25v712c2mrk11s4z', subject='jfcon@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T11:49:36.412Z [AUDIT] Token revoked by 'anonymous': tokenId='2ec6b131-3611-4969-8e95-04b84a604752', issuer='jfcon@01jx1whbjf25v712c2mrk11s4z', subject='jfcon@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T11:49:36.468Z [AUDIT] Token created by 'anonymous': tokenId='5728f39d-82a6-494c-a225-d2fd742159b1', issuer='jfmd@01jx2h4mfqkaxex4939h2cv0nh', subject='jfmd@01jx2h4mfqkaxex4939h2cv0nh', expiry=none, refreshable=false
2025-06-06T11:49:36.549Z [AUDIT] Token revoked by 'anonymous': tokenId='9c03fffb-e839-4cea-9e0b-87130cf3cad1', issuer='jfmd@01jx1yh0p432zmn8skcv377qy6', subject='jfmd@01jx1yh0p432zmn8skcv377qy6', expiry=none, refreshable=false
2025-06-06T11:49:36.579Z [AUDIT] Token created by 'anonymous': tokenId='641ee6bd-143a-4064-b215-caabc87f116e', issuer='jfevd@01jx1whbjf25v712c2mrk11s4z', subject='jfevd@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T11:49:36.599Z [AUDIT] Token revoked by 'anonymous': tokenId='fb0f1d10-b7f4-4be0-b1e5-f16fca08b574', issuer='jfevd@01jx1whbjf25v712c2mrk11s4z', subject='jfevd@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T11:49:37.091Z [AUDIT] Token created by 'anonymous': tokenId='8c8d1534-2ca8-4963-99e4-746e0c7f9fc8', issuer='jfomr@01jx1whbjf25v712c2mrk11s4z', subject='jfomr@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T11:49:37.116Z [AUDIT] Token revoked by 'anonymous': tokenId='4b61d0e7-ce2b-408b-aa9f-046b859d348d', issuer='jfomr@01jx1whbjf25v712c2mrk11s4z', subject='jfomr@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T11:49:37.403Z [AUDIT] Token created by 'anonymous': tokenId='055c052f-3600-47c4-979c-5a18f2849387', issuer='jfevt@01jx1whbjf25v712c2mrk11s4z', subject='jfevt@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T11:49:37.448Z [AUDIT] Token revoked by 'anonymous': tokenId='7b59ee42-fc6b-4740-bd49-c690cdebe589', issuer='jfevt@01jx1whbjf25v712c2mrk11s4z', subject='jfevt@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T11:49:39.442Z [AUDIT] Token created by 'anonymous': tokenId='727e05c1-abb3-4e96-9ab8-9f01cd31722a', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=none, refreshable=false
2025-06-06T11:49:39.537Z [AUDIT] Token revoked by 'anonymous': tokenId='cf1d5bf3-7173-4261-9858-d94b32854dc5', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=none, refreshable=false
2025-06-06T11:49:41.615Z [AUDIT] Token created by 'anonymous': tokenId='5f078dbf-a7d9-4b50-97d0-dccfe1488d76', issuer='jfac@01jx1whbjf25v712c2mrk11s4z', subject='jfac@01jx1whbjf25v712c2mrk11s4z', expiry=1749214181614, refreshable=false
2025-06-06T11:49:44.749Z [AUDIT] Token created by 'anonymous': tokenId='4400bd88-479c-43a1-8b4b-8afe3d6f5e8e', issuer='jftpl@01jx1wgjjd55xs021h1peq1z3x', subject='jftpl@01jx1wgjjd55xs021h1peq1z3x', expiry=none, refreshable=false
2025-06-06T11:49:45.630Z [AUDIT] Token created by 'anonymous': tokenId='204e3b1c-94dc-425c-93e1-06a34eec32af', issuer='jfrt@01jx1wjw17758y190rcvsn042n', subject='jfrt@01jx1wjw17758y190rcvsn042n', expiry=none, refreshable=false
2025-06-06T11:49:45.649Z [AUDIT] Token revoked by 'anonymous': tokenId='0993a71e-2dd7-4811-9d25-593815285068', issuer='jfrt@01jx1wjw17758y190rcvsn042n', subject='jfrt@01jx1wjw17758y190rcvsn042n', expiry=none, refreshable=false
2025-06-06T11:49:46.403Z [AUDIT] Token created by 'anonymous': tokenId='7633baa8-b986-46d0-ae82-f47285fcd9aa', issuer='jfcfg@01jx1whbjf25v712c2mrk11s4z', subject='jfcfg@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T11:49:46.437Z [AUDIT] Token revoked by 'anonymous': tokenId='afb810d2-40c7-478a-b304-0c59c01830b2', issuer='jfcfg@01jx1whbjf25v712c2mrk11s4z', subject='jfcfg@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T11:49:48.689Z [AUDIT] Token created by 'jfcfg@01jx1whbjf25v712c2mrk11s4z': tokenId='96bee83d-fbf4-4abc-be9d-fe4fd765eedb', issuer='jfcfg@01jx1whbjf25v712c2mrk11s4z', subject='jfcfg@01jx1whbjf25v712c2mrk11s4z', expiry=1749212388688, refreshable=false
2025-06-06T11:49:48.700Z [AUDIT] Token created by 'jfcfg@01jx1whbjf25v712c2mrk11s4z': tokenId='6d0dd64a-d0cb-482e-9f1d-539743216525', issuer='jfcfg@01jx1whbjf25v712c2mrk11s4z', subject='jfcfg@01jx1whbjf25v712c2mrk11s4z', expiry=1749212388699, refreshable=false
2025-06-06T11:49:48.704Z [AUDIT] Token created by 'jfcfg@01jx1whbjf25v712c2mrk11s4z': tokenId='b9f26238-dee6-4953-97ef-79fef05c0dac', issuer='jfcfg@01jx1whbjf25v712c2mrk11s4z', subject='jfcfg@01jx1whbjf25v712c2mrk11s4z', expiry=1749212388702, refreshable=false
2025-06-06T11:49:58.296Z [AUDIT] Token created by 'jfrt@01jx1wjw17758y190rcvsn042n': tokenId='afd8dbe1-302e-4a48-a6d5-4d4b1f40ce17', issuer='jfrt@01jx1wjw17758y190rcvsn042n', subject='jfrt@01jx1wjw17758y190rcvsn042n', expiry=2695290598290, refreshable=false
2025-06-06T11:50:00.526Z [AUDIT] Token created by 'jfrt@01jx1wjw17758y190rcvsn042n': tokenId='281ac98e-198d-4328-8e4e-8bef0bb8e2f5', issuer='jfrt@01jx1wjw17758y190rcvsn042n/users/_system_', subject='jfrt@01jx1wjw17758y190rcvsn042n', expiry=none, refreshable=false
2025-06-06T11:50:05.334Z [AUDIT] Token created by 'anonymous': tokenId='03f2d35c-7043-4845-9c64-846ad763d85b', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T11:50:05.352Z [AUDIT] Token revoked by 'anonymous': tokenId='1ab5a80c-b723-4d40-8d41-42b805a59555', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z', expiry=none, refreshable=false
2025-06-06T11:50:39.977Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='11ccfe27-4d93-4a09-880c-d1b52138f0cf', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210759974, refreshable=false
2025-06-06T11:50:39.979Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='928ed215-7324-4f0b-95da-a56e85035bcf', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210759978, refreshable=false
2025-06-06T11:50:42.220Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='a7724deb-0e3c-4680-b349-8892f96b1f8b', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210762219, refreshable=false
2025-06-06T11:50:42.759Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='a71ae50e-203d-4084-86d0-c53dc5a04b79', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210762757, refreshable=false
2025-06-06T11:50:43.139Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='6b61877a-d933-4a2f-961d-8328de66aa16', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210763138, refreshable=false
2025-06-06T11:50:43.716Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='c152d9d4-d77b-4c28-b205-c525bed1f554', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210763700, refreshable=false
2025-06-06T11:50:43.887Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='c9a17101-f54a-41ca-866a-2c8c41aa60bd', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='anonymous', expiry=1749211243843, refreshable=false
2025-06-06T11:50:43.891Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='751b2808-c6d3-48be-ae08-0e85fd019953', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749211243876, refreshable=false
2025-06-06T11:50:43.905Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='61ab313d-9693-4396-825a-8aa7e4ac9f8b', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='anonymous', expiry=1749211243899, refreshable=false
2025-06-06T11:50:43.916Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='94e81abe-a850-4ec8-b043-0b667f9559fb', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749211243912, refreshable=false
2025-06-06T11:50:43.921Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='6a2646f0-4d7c-46bc-9b64-0cdb5b185aa1', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749211243915, refreshable=false
2025-06-06T11:50:44.223Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='4a81c325-25e3-4ecd-a0ed-c5be44d48974', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210764222, refreshable=false
2025-06-06T11:50:44.431Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='c3aaa092-5f14-42f7-bec5-734db8481582', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749211244429, refreshable=false
2025-06-06T11:50:44.439Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='aa2bca45-9995-421d-902f-f3fee6db14db', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749211244437, refreshable=false
2025-06-06T11:50:44.476Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='2d976360-fd98-460f-a1e3-e07848351566', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749211244440, refreshable=false
2025-06-06T11:50:44.489Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='2a7cbab2-6b57-4e5a-ab32-31fde0c9ed81', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749211244486, refreshable=false
2025-06-06T11:50:44.504Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='3fd65b27-bf7f-4e5a-a347-e412aac4b9bf', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749211244503, refreshable=false
2025-06-06T11:50:44.713Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='5c7f4116-1a3b-40fa-b694-cba5760e03d7', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749211244704, refreshable=false
2025-06-06T11:50:44.814Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='2f5fd6f3-10d0-49e5-aae6-13d3e95c629a', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749211244812, refreshable=false
2025-06-06T11:50:45.153Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='45856d89-184f-46f2-b302-54a8e365b88c', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210765150, refreshable=false
2025-06-06T11:50:45.476Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='e4895518-865b-4c92-82ee-391ab41f9019', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210765476, refreshable=false
2025-06-06T11:50:45.803Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='bf108432-e3bd-4281-8910-04d81e6fb647', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210765794, refreshable=false
2025-06-06T11:50:46.055Z [AUDIT] Token created by 'jfob@01jx1wjw17758y190rcvsn042n': tokenId='96c75723-a7c1-4195-8da8-b6e364b18bf7', issuer='jfob@01jx1wjw17758y190rcvsn042n', subject='jfob@01jx1wjw17758y190rcvsn042n', expiry=1749210766054, refreshable=false
2025-06-06T11:50:46.171Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='1f663026-9524-4da7-878f-a0030cf2b59d', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749211246163, refreshable=false
2025-06-06T11:50:46.195Z [AUDIT] Token created by 'jffe@01jx1whbjf25v712c2mrk11s4z': tokenId='fd1d8888-f4d9-4b66-84ac-d91cbdaaea92', issuer='jffe@01jx1whbjf25v712c2mrk11s4z', subject='jffe@01jx1whbjf25v712c2mrk11s4z/users/anonymous', expiry=1749211246178, refreshable=false
